"Id","SalePrice"
1461,117424.449714509
1462,165285.002985998
1463,193274.634849171
1464,189768.499225565
1465,161938.611465094
1466,180829.717729052
1467,179823.964488174
1468,169652.43399029
1469,179568.674566858
1470,125424.068946092
1471,205239.37277654
1472,100730.869394868
1473,112172.289365725
1474,149996.904690877
1475,110292.651330034
1476,388801.447378062
1477,272623.49008215
1478,288199.175684767
1479,306190.360677751
1480,460335.690202006
1481,329718.682113641
1482,207351.56082151
1483,183546.40164755
1484,179592.9548065
1485,169208.073102423
1486,192001.535060175
1487,331376.305158783
1488,218570.843173637
1489,206502.322895139
1490,234027.130494252
1491,199015.722107513
1492,77966.9273861097
1493,219318.226974226
1494,282394.418935745
1495,264191.228138185
1496,288782.761130473
1497,179428.35952388
1498,161471.299592911
1499,153417.926974756
1500,163910.534817037
1501,175303.931867204
1502,171114.915184438
1503,279510.586493528
1504,243597.615851573
1505,229990.345995937
1506,203551.601296313
1507,254796.868858748
1508,202668.685747341
1509,162073.588025158
1510,161902.505174916
1511,158211.060592856
1512,156781.620483718
1513,140883.185290041
1514,204370.738522843
1515,202444.082395076
1516,156364.885857908
1517,162565.923742278
1518,123206.294166504
1519,227056.075517674
1520,142442.354472581
1521,149688.239105983
1522,198857.980937592
1523,97984.2835762966
1524,122487.814086305
1525,119342.742787277
1526,115328.085067958
1527,102436.79763961
1528,131507.92510915
1529,136190.453790972
1530,195520.950794327
1531,103857.50164496
1532,108679.742060723
1533,145161.871390776
1534,121229.017965347
1535,151331.680651592
1536,111803.305547071
1537,85459.1106557843
1538,175600.792910324
1539,209159.029505452
1540,137585.887915294
1541,153043.040920631
1542,118080.772472164
1543,178251.541371775
1544,48429.1355929612
1545,110751.83019243
1546,118681.900965518
1547,110689.255059825
1548,131814.275092434
1549,142105.525147095
1550,140460.754196838
1551,105323.956011217
1552,131224.226017945
1553,144290.149951402
1554,106333.963258162
1555,182367.33947154
1556,97681.132809939
1557,136332.178483858
1558,112649.486154028
1559,89715.3082847908
1560,162555.98814778
1561,137012.71045885
1562,99646.2558263734
1563,114321.827540206
1564,145674.874187139
1565,169094.798096796
1566,254235.390980587
1567,70697.3240909553
1568,272453.343099509
1569,141556.496959038
1570,147335.645839439
1571,152491.418378952
1572,129445.123576597
1573,202866.517451938
1574,127048.961081285
1575,229292.974801306
1576,268582.007940623
1577,192808.149764902
1578,149268.009505896
1579,147300.385394068
1580,208822.909476678
1581,143490.493298517
1582,140162.546877207
1583,298749.530771998
1584,214703.644057488
1585,145162.729161471
1586,35479.2259444857
1587,77327.8546866241
1588,184416.570352536
1589,83638.2349097098
1590,119622.557725961
1591,107544.053056907
1592,128262.124166544
1593,115634.893770032
1594,136119.465180705
1595,134957.969538536
1596,268551.521733075
1597,184914.175488127
1598,189429.031822162
1599,179415.075937097
1600,160989.625910977
1601,64840.7774926996
1602,121742.082379928
1603,74213.2689731467
1604,269209.119814633
1605,259655.580736272
1606,185714.66849229
1607,181539.740088398
1608,222247.914214644
1609,180661.469897264
1610,174565.817965145
1611,145768.759621258
1612,184248.244583406
1613,183468.99983672
1614,144478.531534347
1615,95852.5674447628
1616,77408.5079541016
1617,93729.7585646247
1618,122139.994679814
1619,151106.762542446
1620,203866.849860502
1621,155691.912568548
1622,135973.372296957
1623,260142.353515681
1624,230104.597915006
1625,129963.122032583
1626,174084.803642268
1627,192816.837024918
1628,274316.598513277
1629,186961.757080571
1630,356226.25737079
1631,207175.156386154
1632,229871.706160048
1633,176159.193792528
1634,195297.90514672
1635,184221.335308756
1636,158178.526791273
1637,214160.630472533
1638,184687.988059228
1639,192212.502939274
1640,249877.717376929
1641,195981.992631726
1642,227324.499827664
1643,233502.884735161
1644,217421.079915432
1645,196936.835899086
1646,161491.161093788
1647,150569.992142974
1648,122975.443289698
1649,134007.779789076
1650,118466.395852865
1651,113327.598643532
1652,111961.277530682
1653,122277.145537612
1654,116836.172629341
1655,132367.090389948
1656,142137.917135776
1657,130748.588183599
1658,143306.071223892
1659,133601.13158335
1660,183153.936610067
1661,406487.102684043
1662,366936.168245977
1663,362918.071612859
1664,452678.017850987
1665,307336.076181439
1666,364308.128849311
1667,365130.79219665
1668,327922.036252912
1669,314301.795914069
1670,310871.592879183
1671,258349.951573663
1672,373524.610538447
1673,298662.260388529
1674,257407.162392343
1675,214273.275502214
1676,194039.116189107
1677,215655.021635056
1678,430836.66163987
1679,362606.399819158
1680,342014.479359027
1681,236138.892446055
1682,321415.344783761
1683,198474.542949204
1684,155237.417109611
1685,168272.92226973
1686,178661.079348386
1687,168108.741071359
1688,203995.322498089
1689,190031.804174304
1690,188001.684526421
1691,177353.144333484
1692,266747.338162748
1693,141715.921245606
1694,177273.997522966
1695,167722.595271957
1696,290316.469492624
1697,182278.852665172
1698,344263.026583724
1699,318278.419069747
1700,241490.630426349
1701,255187.571039878
1702,253941.669665847
1703,229713.290913925
1704,281316.727763965
1705,261120.121743179
1706,385766.258444677
1707,225681.828819488
1708,216863.350952921
1709,281518.95202442
1710,229836.08397401
1711,272116.834786722
1712,249646.434643189
1713,285937.666880551
1714,223808.707623598
1715,209620.002274393
1716,187034.595599784
1717,154063.242835428
1718,123021.47856873
1719,232414.814802763
1720,233017.796692611
1721,172251.65618685
1722,122706.301468078
1723,154177.388120974
1724,206869.059793488
1725,245681.412219265
1726,193586.364326356
1727,159304.78471618
1728,169323.763852371
1729,161904.413759472
1730,205497.319696332
1731,116347.058837235
1732,119039.430004311
1733,122503.072208685
1734,122831.229705913
1735,131460.643556416
1736,105112.937702406
1737,323647.739749856
1738,234784.11780907
1739,262111.264700914
1740,234876.11182014
1741,204071.841956847
1742,178071.764377362
1743,182856.704570366
1744,250730.469737822
1745,193086.896494156
1746,154323.780458613
1747,197940.573938781
1748,220684.64759837
1749,139738.855614297
1750,126544.385414234
1751,282635.155476984
1752,125412.079376361
1753,162407.494949517
1754,184804.846716864
1755,169520.411135596
1756,129231.613617702
1757,119879.736346475
1758,150819.269995529
1759,152236.83699939
1760,167692.019291985
1761,160791.912757502
1762,181022.44972641
1763,202192.500686067
1764,117566.759842865
1765,210180.195626307
1766,187052.777404447
1767,224252.073197366
1768,133510.18899354
1769,167418.985558107
1770,147710.116047798
1771,121241.094994532
1772,139997.268143534
1773,121725.069199676
1774,186872.867923662
1775,156343.452933527
1776,120181.715598554
1777,99453.4448154175
1778,144373.120909607
1779,142367.556068206
1780,190368.04498933
1781,136530.305311944
1782,83362.1496875445
1783,148313.174958262
1784,105470.024151413
1785,122964.489462739
1786,140746.34794609
1787,161238.52967088
1788,45655.0920520317
1789,89002.0616284927
1790,88010.7127523514
1791,188799.337220993
1792,159900.602872656
1793,134705.93268962
1794,154872.243872621
1795,147657.68111764
1796,153485.375001141
1797,143107.787198364
1798,117105.181376002
1799,98656.2715823037
1800,110105.42287033
1801,122715.247645475
1802,138707.076242531
1803,141215.674166817
1804,139196.302193055
1805,133285.787930518
1806,122955.442258401
1807,145090.759930054
1808,113485.530404365
1809,116730.663257789
1810,122111.535365323
1811,79867.7471824588
1812,88689.680872976
1813,102837.557068103
1814,81374.9395266481
1815,31374.7497283585
1816,104845.424558086
1817,118461.757961681
1818,162878.50015124
1819,122520.093501352
1820,68039.6221027993
1821,126845.523743988
1822,171762.383400755
1823,33513.4859910516
1824,145176.947983487
1825,124468.552558174
1826,100746.638395616
1827,100684.74288018
1828,124291.0048048
1829,116180.518975035
1830,171260.98666307
1831,126105.706810856
1832,102473.685127955
1833,152636.892492605
1834,106240.027821442
1835,87124.1843639501
1836,133964.421350874
1837,78030.9487416678
1838,147390.352783142
1839,102550.192794226
1840,161329.695730274
1841,128179.11195369
1842,100599.278381359
1843,144439.049174
1844,138384.881776567
1845,145346.6682965
1846,156374.175449165
1847,168247.645669696
1848,20247.4505762742
1849,91393.6621105932
1850,107518.643830669
1851,158791.472955177
1852,115166.286953601
1853,135044.569673674
1854,163269.175760524
1855,155043.249435373
1856,223163.227294589
1857,153032.112032955
1858,140239.35365685
1859,112250.506203898
1860,155441.217440993
1861,110152.821209411
1862,286265.485375864
1863,246265.114078656
1864,246294.694250984
1865,372575.016207404
1866,315538.676744261
1867,239315.378928877
1868,269768.785714887
1869,209414.866656663
1870,225526.000292989
1871,278903.450261505
1872,173342.589189275
1873,258062.7870631
1874,164673.163193403
1875,218271.110396564
1876,200877.65909889
1877,211403.812893432
1878,211184.381522719
1879,144991.834757785
1880,136323.603136997
1881,249063.93950141
1882,266027.248154433
1883,183130.61341361
1884,185614.812349115
1885,209931.570473031
1886,275306.876453329
1887,221477.673981856
1888,272924.839753658
1889,179226.314600591
1890,127431.958168149
1891,139265.424664844
1892,95336.4681649369
1893,109697.663003433
1894,149667.158848017
1895,125112.836965404
1896,118452.820548043
1897,135007.255416949
1898,138194.466529467
1899,157754.961683726
1900,134245.902977467
1901,170443.021688124
1902,161293.408372799
1903,226164.076092319
1904,115343.438467331
1905,190721.431225507
1906,169540.970316139
1907,201840.126395587
1908,114763.624152362
1909,146861.481705555
1910,117506.899661868
1911,213414.584529403
1912,268984.391038703
1913,168397.729174013
1914,76913.4374647864
1915,306750.873260966
1916,61924.699299413
1917,262187.24070436
1918,160902.140695016
1919,195847.620712819
1920,165594.335160477
1921,320993.025211226
1922,287690.10415014
1923,239595.444447479
1924,185781.510994826
1925,207831.846245166
1926,386410.77145801
1927,136848.151009048
1928,165593.667781256
1929,113462.735340162
1930,130577.303554178
1931,154436.950251199
1932,141483.731729192
1933,204281.48306179
1934,184546.604332315
1935,184662.854892426
1936,183722.258226045
1937,189687.54558502
1938,163677.180021799
1939,218278.988975448
1940,156572.773972544
1941,176822.459131394
1942,201594.786019928
1943,197320.042226564
1944,332782.676438447
1945,402634.45878633
1946,162969.691259697
1947,288654.374877316
1948,156725.109670368
1949,216811.31750341
1950,199639.149116345
1951,253463.735029181
1952,220566.708752086
1953,143878.695168185
1954,180436.093480427
1955,144903.774212312
1956,278728.100978843
1957,150063.089681127
1958,309789.444686273
1959,142956.530784624
1960,101558.270019757
1961,116220.450461122
1962,89038.1289913905
1963,109614.730341197
1964,96343.4710340204
1965,133559.139583499
1966,139860.373823125
1967,330417.12222021
1968,376057.469562095
1969,375518.223335415
1970,415189.868596425
1971,407113.248543985
1972,377672.882574329
1973,282922.09704616
1974,322170.266492858
1975,427905.935447087
1976,284861.135287837
1977,360758.797304591
1978,386714.432785417
1979,345690.864881765
1980,214989.990874131
1981,340902.495867583
1982,237670.286863134
1983,231583.470215401
1984,166132.589322622
1985,251165.192206801
1986,219570.306522189
1987,204483.050005321
1988,185925.206407404
1989,195744.930647604
1990,212638.777184095
1991,255287.155639295
1992,217465.006380135
1993,150788.830913696
1994,222017.193389139
1995,186237.169827568
1996,254036.787158387
1997,311891.830247424
1998,332446.395623312
1999,262463.189405941
2000,317148.613383152
2001,275031.783616859
2002,258944.764005972
2003,273037.998406544
2004,289930.332164103
2005,199078.029839236
2006,214348.486283551
2007,250946.792533996
2008,210446.240215699
2009,192715.179799444
2010,195143.503977122
2011,144498.026540449
2012,167022.486189987
2013,179336.791571384
2014,184190.390704105
2015,198724.726398563
2016,195612.709139906
2017,194905.341416372
2018,139701.849478785
2019,128555.820419294
2020,92258.0591921216
2021,99454.3719768292
2022,206159.867948895
2023,136896.119268188
2024,274142.999171285
2025,310081.056954412
2026,179876.954131228
2027,155420.578189718
2028,156525.606583622
2029,156621.1455473
2030,279241.510544545
2031,249920.045587889
2032,291022.100156139
2033,270539.157899756
2034,148059.991640252
2035,229860.412365436
2036,181976.117840625
2037,185454.050432896
2038,285383.385638922
2039,233743.590319019
2040,273578.497201491
2041,269083.592019366
2042,220259.69083339
2043,167747.506825614
2044,157290.299599041
2045,228084.76026227
2046,144905.465580968
2047,143967.594519716
2048,147263.108955891
2049,143214.186182664
2050,183590.26888773
2051,98187.3334981274
2052,94516.7285212389
2053,136997.08965627
2054,94258.9107376853
2055,152107.953603267
2056,151045.089332918
2057,129433.540830119
2058,222588.763428276
2059,140667.295626827
2060,158942.334065511
2061,161974.30463638
2062,127040.026208417
2063,94689.0210671306
2064,137460.077284849
2065,129308.166064698
2066,159900.490421278
2067,104798.458910788
2068,167119.813139197
2069,62866.1036206973
2070,77023.5152936687
2071,101423.900999637
2072,133352.326235617
2073,125301.253345834
2074,181815.5522483
2075,144053.856831119
2076,125637.638274861
2077,146721.250930206
2078,119725.988058352
2079,139611.473352525
2080,107788.874637357
2081,131252.702790063
2082,118785.012561779
2083,136004.732825967
2084,102290.5711832
2085,110314.835275487
2086,109277.385927583
2087,122121.560252128
2088,87008.3301254248
2089,70336.9714886378
2090,132163.795480389
2091,123935.458921066
2092,129377.885850774
2093,96752.4544853499
2094,129835.241153347
2095,168122.576748322
2096,66835.481890462
2097,93939.5228978008
2098,142558.379007263
2099,37155.5468381608
2100,85577.4470369177
2101,115104.106964506
2102,122738.905656172
2103,88339.1777921548
2104,150008.906396034
2105,127973.150446325
2106,68491.427909095
2107,243135.660351121
2108,112706.66798561
2109,111420.009854419
2110,145634.674133545
2111,135298.394455038
2112,141736.723847289
2113,97441.4275609134
2114,125533.893280796
2115,153137.950616313
2116,108251.90063502
2117,163277.741566324
2118,111929.94658
2119,117992.880933562
2120,124130.534686805
2121,119618.643969009
2122,121415.468727508
2123,52620.7408929891
2124,156740.695059469
2125,132684.225829766
2126,166480.432647091
2127,179297.753528773
2128,140659.09071775
2129,86394.8817170349
2130,133678.866234634
2131,148817.712874003
2132,120309.581482292
2133,122896.106718817
2134,118897.767779611
2135,89882.0939217801
2136,107862.074267398
2137,114644.994208054
2138,129667.734153557
